"Session Tuesday 29 September 2026 - 09:00-11:00 - Area 2 - Oral 5 - Voice Quality Aspects of Speech","Paper ID ","Time ","Paper Title ","Presenting Author ","Abstract ","Authors ","CN tbhead2 bg-c2","","","","","","","","","","","","","","","","","",""
"Poster","1096","16:30-18:30","Training-Free Intelligibility-Guided Observation Addition for Noisy ASR","Haoyang Li","Automatic speech recognition (ASR) degrades severely in noisy environments. Although speech enhancement (SE) front-ends effectively suppress background noise, they often introduce artifacts that harm recognition. Observation addition (OA) addressed this issue by fusing noisy and SE enhanced speech, improving recognition without modifying the parameters of the SE or ASR models. This paper proposes an intelligibility-guided OA method, where fusion weights are derived from intelligibility estimates obtained directly from the backend ASR. Unlike prior OA methods based on trained neural predictors, the proposed method is training-free, reducing complexity and enhances generalization. Extensive experiments across diverse SE-ASR combinations and datasets demonstrate strong robustness and improvements over existing OA baselines. Additional analyses of intelligibility-guided switching-based alternatives and frame versus utterance-level OA further validate the proposed design.","Haoyang Li(Nanyang Technological University); Changsong Liu(Nanyang Technological University); Wei Rao(Nanyang Technological University); Hao Shi(Independent Researcher); Sakriani Sakti(Nara Institute of Science and Technology); Eng Siong Chng(Nanyang Technological University)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 16:30-18:30 - Area 10 - Poster 3 - Speech Technologies for Language Learning & Assessment","","","","","","","tbhead2 bg-c4","","","","","","","","","","","","","","","","","",""
"Poster","786","16:30-18:30","Beyond WER: Entity and Disfluency Recall in Accented Conversational ASR","Fiza Husain","ASR systems optimised for Word Error Rate (WER) often miss named entities and filled pauses in accented conversational English, both critical for language-learning feedback. We present a three-stage pipeline for speakers from India, Indonesia, and Latin America: (1) heuristic SQL filters curating entity-rich training data at ~2.8× the entity density of random sampling, (2) regional LoRA adapters fine-tuned on Qwen2.5-Omni-3B producing both verbatim and corrected transcripts in a single forward pass, and (3) a six-category error taxonomy validated by an LLM-based judge (83.8% agreement, 210 human-labelled samples). The pipeline achieves 80-85% entity recall (up from 53-55%), 76-86% filler recall (up from &lt;5%), and 6-10% WER across 6 k test utterances, outperforming Whisper and a commercial ASR on entity recall while matching a zero-shot 30B model with 10 x fewer parameters. Paired bootstrap tests confirm that curation alone accounts for 2.8-4.2 pp of entity recall gain (p &lt; 0.0001).","Fiza Husain(Stimuler); Ankit Pandey(Stimuler); Yash Singh(Stimuler)","","","","","","","","","","","","","","","","","","",""
"Poster","1869","16:30-18:30","Exploring Hesitation as a Signal for Spoken Grammatical Error Correction","Seunghoon Han","Traditional spoken GEC pipelines treat disfluencies as noise to be removed before correction. We challenge this assumption for L2 learner speech, hypothesizing that disfluencies signal grammatical uncertainty and provide valuable cues for error correction. We propose a novel hesitation-aware approach that preserves disfluency information via: (1) special marker tokens indicating hesitation positions and types, and (2) hesitation type embeddings that encode disfluency context. Experiments on the Speak &amp; Improve Corpus 2025 show that our method outperforms both rule-based disfluency removal (+2.05%p) and human-annotated fluent transcription (+1.84%p) in F0.5, with gains particularly pronounced near hesitation positions (+2.78%p), demonstrating that disfluencies carry informative signals for spoken GEC and should be leveraged rather than discarded.","Seunghoon Han(Tutorus Labs Inc.); Minyoung Kyoung(Tutorus Labs Inc.); Hyungbae Jeon(Tutorus Labs Inc.)","","","","","","","","","","","","","","","","","","",""
"Poster","1948","16:30-18:30","Discriminating Proficiency Levels in L2 Speech: A Comparative Study of Self-Supervised Models in Basque","Christoforos Souganidis","Automated speaking assessment is crucial for computer-assisted language learning applications. Research has mainly focused on intermediate proficiency levels in languages with many L2 learners, predominantly English, where learner corpora are available. For low-resource languages lacking large annotated corpora, models based on self-supervised learning can help overcome this problem. In this work, we investigate whether multilingual self-supervised speech models can effectively discriminate C1-level proficiency in Basque, a low-resource language, and show that mHuBERT-147 achieves a statistically significant improvement over wav2vec 2.0 xlsr. To illustrate reproducibility, we replicate our experiments in the ICNALE corpus of L2 English, providing a complementary perspective in different linguistic and proficiency contexts.","Christoforos Souganidis(University of the Basque Country); Aitor Bellanco(HiTZ Basque Center for Language TeUniversity of the Basque Country); Andoni Sudupe(University of the Basque Country); Inma Hernáez(University of the Basque Country); Ibon Saratxaga(University of the Basque Country); Eva Navas(University of the Basque Country)","","","","","","","","","","","","","","","","","","",""
"Poster","1417","16:30-18:30","A Multi-Agent Framework to Automate Feedback Generation for IELTS Speaking Test using Multimodal SpeechLMs","Hui Xin Koh","Automated speaking assessment aims to align evaluations with human judgments. Current regression-based scoring models that rely on handcrafted linguistic features suffer from poor construct coverage and centralised scores, while automatic speech recognition (ASR) methods impose an informational bottleneck by overlooking acoustic and prosodic nuances that are indispensable for analysing fluency and pronunciation. This paper proposes a multi-agent framework using multimodal SpeechLMs for the IELTS Speaking test. By performing direct analysis of the audio without intermediate transcription, it jointly models acoustic-prosodic and linguistic information via four role-based agents that mirror each scoring criterion. Results on a newly built benchmark dataset of IELTS speaking mock tests show that the system achieves higher scoring correlation with human examiners compared to a regression model baseline, while generating reports that exhibit greater semantic similarity to expert feedback.","Hui Xin Koh(The University of Manchester); Yang Wang(The University of Manchester); Chenghua Lin(The University of Manchester)","","","","","","","","","","","","","","","","","","",""
"Poster","2335","16:30-18:30","A Finetuned SpeechLLM for Joint Multi-Granular L2 Assessment and Natural-Language Rationales","Aditya Kamlesh Parikh","Automated L2 speech assessment can assign proficiency labels, but often lacks interpretability. We propose a rubric-guided SpeechLLM for multi-aspect, multi-granular assessment, trained with a hybrid objective combining supervised fine-tuning and Bounded Direct Preference Optimization. The model jointly predicts ordinal labels at the sentence-level (accuracy, fluency, prosody), word/phoneme-level accuracy, and generates a natural-language rationale in the same response. On SpeechOcean762, our approach matches or outperforms single-granularity models while remaining competitive with prior approaches. We analyze rationale reliability along two axes: self-consistency with model predictions and alignment with ground-truth labels, using sentiment consistency (plausibility) and mention-based agreement (faithfulness). Rationales are plausible at the sentence level, but faithfulness degrades at the word/phoneme level: references are sparse and weakly aligned with token-level labels.","Aditya Kamlesh Parikh(Radboud University); Cristian Tejedor Garcia(Radboud University); Catia Cucchiarini(Radboud University); Helmer Strik(Radboud University)","","","","","","","","","","","","","","","","","","",""
"Poster","1346","16:30-18:30","LOPA: Enhancing Spoken Language Assessment via Latent Ordinal Prototype Alignment","Hong-Yun Lin","Fueled by increasing model scale and multimodal inputs, Multimodal Large Language Models (MLLMs) have emerged as a promising paradigm for Spoken Language Assessment (SLA). While effective, this paradigm often overlooks the intrinsic ordinal structure of language acquisition. This paper works around the necessity of large-scale MLLMs by introducing Latent Ordinal Prototype Alignment (LOPA) for SLA, a prototype-based regularizer that enforces an ordinal geometric prior directly on the latent space. Coupled with Semantic-Anchored Layer Routing (SALR), which adaptively harvests multi-depth representations from a frozen Whisper encoder, our framework achieves an RMSE of 0.361. This performance rivals billion-parameter systems without the need for LLM-based fine-tuning. Further analysis reveals that SALR's synergy with LOPA offers interpretable, criterion-aligned preferences, thereby supporting an efficient and ordinal-aware modeling alternative to current scaling-centric models for SLA.","Hong-Yun Lin(National Taiwan Normal University); Fu-An Chao(National Taiwan Normal University); Bi-Cheng Yan(National Taiwan Normal University); Berlin Chen(National Taiwan Normal University)","","","","","","","","","","","","","","","","","","",""
"Poster","1650","16:30-18:30","Adaptive Multimodal Expert Specialization by Meta-Learning for Spoken English Assessment","Cong-Thanh Vu","In the conversational artificial intelligence era, a learner's voice is vital, yet automated scoring often fails to capture them due to data scarcity and privacy constraints. We propose a meta-learning-based framework for adaptive multimodal expert specialization, transforming the system into an adaptive listener. Instead of a one-size-fits-all model, our approach uses a mixture of experts architecture in which subnetworks learn to specialize in diverse vocal profiles. This synergy enables the model to rapidly &quot;learn to learn&quot; from limited samples, thus providing a personalized and accurate reflection of a speaker's true capabilities. Our framework achieves an F1-score greater than 84% in classification and a mean squared error of 0.225 in regression. By optimizing deep model performance under extreme data constraints, this framework offers a robust, scalable solution for automated English coaching that balances adaptation with predictive accuracy. Our code is publicly available.","Cong-Thanh Vu(JAIST); Candy Olivia Mawalim(JAIST); Hung Le(JAIST); Chee Wee Leong(ETS); Guy Sivan(Vericant.com); Shogo Okada(JAIST)","","","","","","","","","","","","","","","","","","",""
"Poster","869","16:30-18:30","Using Phonological-Level Wav2Vec2 for Mandarin Automatic Mispronunciation Detection and Diagnosis","Jinghao Chen","Automatic mispronunciation detection and diagnosis (MDD) plays a crucial role in L2 Mandarin pronunciation learning. While end-to-end (E2E) based MDD methods have substantially improved phoneme-level detection accuracy, diagnostic feedback remains limited, as segmental and tonal errors are not explicitly separated. In this paper, we propose a phonological feature-based MDD framework that models both segmental and tonal attributes within a unified Wav2Vec2-CTC architecture. Experimental results show that the proposed method reduces False Acceptance Rate (FAR) by 10.1% and Diagnostic Error Rate (DER) by 23.6% compared with the phoneme-only baseline system. By decomposing phonemes into low-level phonological components, the proposed approach enables more detailed and interpretable diagnostic feedback for L2 learners.","Jinghao Chen(UNSW Sydney); Mostafa Shahin(UNSW Sydney); Beena Ahmed(UNSW Sydney)","","","","","","","","","","","","","","","","","","",""
"Poster","3239","16:30-18:30","Domain-Aware Mispronunciation Detection and Diagnosis Using Language-Specific Statistical Graphs","Hanh Nguyen","Mispronunciation Detection and Diagnosis (MDD) has gained increasing importance in computer-assisted language learning and speech technology in recent years. In this paper, we propose a method for constructing statistical graphs that enable models to learn phoneme confusion patterns represented as directed graphs. Furthermore, we introduce a language-specific strategy to capture systematic pronunciation differences across various native language (L1) backgrounds. The effectiveness of our approach is demonstrated through extensive experiments on the L2-ARCTIC benchmark, where it achieves an F1-score of 59.52%, outperforming several competitive baselines.","Hanh Nguyen(NEU); Tuong Tu Huu(VNPT AI; HUST); Huan Vu(NEU, VNPT AI); Thien Van Luong(NEU, VNPT AI); Tien Cuong Nguyen(VNPT AI); Thi Thu Trang Nguyen(HUST)","","","","","","","","","","","","","","","","","","",""
"Poster","1153","16:30-18:30","Light-weight Pronunciation Assessment via Discrete Speech Token Surprisal","Shammur Absar Chowdhury","Training automated pronunciation assessment often relies on labeled learner errors or non-native corpora that are costly to collect. We propose a lightweight framework trained only on native speech resources, operating unsupervised or lightly calibrated with a small set of scored utterances. At inference, learner speech is discretized with an SSL encoder and a K-means codebook. A token language model trained on native sequences computes surprisal where higher surprisal indicates phonotactic deviation. We add a transcript-guided Text2DUnit–DTW module that predicts native token sequences from reference text and aligns them to acoustic tokens to derive error-sensitive features. Surprisal and alignment features are fused via simple regression. On SpeechOcean762, PCC improves from 0.60 to 0.66 with transcript guidance, near supervised baselines. Cross-dataset evaluation on L2-ARCTIC shows consistent gains.","Syeda Faiza Ahmed Sara(Qatar Computing Research Institute); Shammur Absar Chowdhury(Qatar Computing Research Institute)","","","","","","","","","","","","","","","","","","",""
"Poster","3247","16:30-18:30","ALFreeD: Teacher-Guided Few-Shot Pronunciation Assessment via Segmentation-Free Deviation Modeling","Meenakshi Sirigiraju","Automatic pronunciation assessment (APA) of L2 learners is critical in computer-assisted language learning. Existing approaches typically rely on canonical phonemes, its aligned boundaries and large labeled data, which is costly and cumbersome. To address these, we propose ALFreeD, a segmentation-free APA framework guided by teacher's speech without the need of canonical phonemes using minimal labeled data. In this, pronunciation quality is assessed by quantifying deviation between learners' and teacher's utterances. First, frame-level embeddings are extracted using HuBERT, and deviation scores are computed between them after obtaining their temporal correspondence with DTW. Next, utterance level pronunciation deviation vector is obtained by suppressing variabilities other than pronunciation quality with i-vector framework and is passed to a MLP for predicting quality. Experiments on SpeechOcean762 demonstrate competitive performance with recent E2E methods using minimal labeled data.","Meenakshi Sirigiraju(IIITH); Nevin K Mathew(Saintgits College of Engineering); Reni K Cherian(Saintgits College of Engineering); Chiranjeevi Yarra(IIITH)","","","","","","","","","","","","","","","","","","",""
"Poster","2522","16:30-18:30","Automatic Assessment of L2 Speech Intelligibility: Segmental Error Ranking","Agnieszka Pludra","Current CAPT systems prioritize identification and correction of all learner deviations from native speech, thereby overlooking the main goal of language acquisition: effective communication. In response, we propose an intelligibility-centered approach, which targets only selected segmental aspects of speech influencing communicative effectiveness. We employ a regression model based on phoneme substitution errors. Using AdaBoost feature importance, we propose an intelligibility-based ranking of segmental errors, shedding light on the relationship between the mispronunciation of individual phonemes and overall speech intelligibility. This approach, validated on human ratings of speech samples from VoxPopuli, speechocean762, and an internal dataset, not only predicts intelligibility levels but also directs ESL learners toward the acquisition of the most critical phonemes. By foregrounding intelligibility over nativeness, it supports more learner-centered and inclusive CAPT solutions.","Agnieszka Pludra(Pearson Central Europe); Izabela Krysińska(Pearson Central Europe); Matuesz Jekiel(Adam Mickiewicz University)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 16:30-18:30 - Area 11 - Poster 2 - Spoken Dialogue Systems","","","","","","","tbhead2 bg-c4","","","","","","","","","","","","","","","","","",""
"Poster","1152","16:30-18:30","A System-Agnostic Approach to Modelling Interaction Quality in Spoken Dialogue Systems","Paul Gering","Previous studies have used system-dependent (SD) input features, such as system log data, and machine learning to automatically evaluate user interactions with spoken dialogue systems. However, this approach lacks generalisability across different systems. This study implements a system-agnostic (SA) approach, using acoustic, textual and temporal features to model interaction quality (IQ). Across two experimental phases, we compare the performance of IQ classifiers trained on static and fine-tuned SD and SA features. We found that while the SD features were superior in a static pipeline, the SA features achieved comparable performance when end-to-end fine-tuning was employed. Therefore, our results demonstrate that SA features, when fine-tuned, offer a viable, system-independent alternative for IQ modelling, enabling more scalable evaluations across different dialogue systems.","Paul Gering(University of Sheffield); Roger K. Moore(University of Sheffield)","","","","","","","","","","","","","","","","","","",""
"Poster","1854","16:30-18:30","Considerate Listener Modeling for Korean Streaming Backchannel Prediction","Yong-Seok Choi","Mistimed backchannels can interrupt ongoing speech and degrade user experience. A Considerate Listener concentrates backchannel interventions near pause-proximate regions in real time, since backchannels cluster around speaker pauses. However, not all pauses invite a backchannel. Pauses that follow utterances calling for a reply may be pragmatically inappropriate for backchannel intervention. Acoustic cues alone may not capture the linguistic context needed to distinguish these cases, so acoustic-only predictors tend to over-predict. We therefore propose a zero look-ahead streaming backchannel predictor combining pause-aware soft scaling with Q-Former fusion of partial ASR hypotheses. We introduce Semantic False Discovery Rate (Semantic FDR) to quantify backchannel predictions in pragmatically inappropriate pause regions. On a Korean counseling corpus, our approach reduces Semantic FDR by 53.8% and improves Macro-F1 by 2.16 pp compared to an acoustic-only baseline.","Yong-Seok Choi(Electronics and Telecommunications Research Institute); Seung Hi Kim(Electronics and Telecommunications Research Institute); Sung Yup Lee(Electronics and Telecommunications Research Institute)","","","","","","","","","","","","","","","","","","",""
"Poster","3326","16:30-18:30","Context Projector: Complementary Keyword and Dialogue Context Embeddings for LLM-based ASR","Sergio Burdisso","Contact-center dialogue systems require both accurate transcripts and reliable recognition of business-critical entities. We introduce a hybrid keyword and context projector (CP) approach for LLM-based ASR. Rather than appending raw dialogue history, CP encodes previous turns into compact contextual tokens, complemented by automatically extracted keywords. The module is trained while keeping the backbone frozen, enabling parameter-efficient adaptation. Experiments on realistic, multi-domain contact-center data show that naive raw-context prompting can degrade performance, whereas the proposed approach improves the tradeoff between overall and bias-word error, achieving average relative reductions of up to 2.5% overall and 7.2% on bias words. These results show our approach to be an effective and practical enhancement of context-aware LLM-based ASR.","Esaú Villatoro-Tello(Idiap Research Institute); Sergio Burdisso(Idiap Research Institute); Shashi Kumar(Idiap Research Institute; EPFL); Hasindri Watawana(Idiap Research Institute; EPFL); Srikanth Madikeri(University of Zurich); Manjunath K E(Uniphore); Jeena Prakash(Uniphore); Thibault Bañeras-Roux(Idiap Research Institute); Kadri Hacioglu(Uniphore); Petr Motlicek(Idiap Research Institute; Brno University of Technology); Andreas Stolcke(Uniphore)","","","","","","","","","","","","","","","","","","",""
"Poster","3216","16:30-18:30","DP-BCT: A Dual-Path model for predicting BackChannel Timing","Jin Yea Jang","Backchannel timing prediction is challenging because responses occur at varying latencies relative to Backchannel Opportunity Points (BOPs). Dual-Process Theory motivates testing whether backchannel fast/slow functional categories exhibit distinct BOP-relative latency distributions; where BOP-relative latency is the signed interval between a BOP and an annotated backchannel onset. Using K-MIND, a 115-hour Korean dyadic corpus, Cox Proportional Hazards analysis confirms significant differences in BOP-relative latency distributions across four functional categories (all p &lt; .001), supporting a DPT-based fast group/slow group distinction. Based on this result, the Dual-Path Backchannel Timing Prediction Model (DP-BCT) decouples the fast/slow groups into the Fast Path and Slow Path for frame-level onset and functional category prediction. DP-BCT improves backchannel timing prediction accuracy over SP-BCT, a single-path baseline, raising Macro-F1 from 0.4862 to 0.6254.","Jin Yea Jang(Seoul National University; Korea Electronics Technology Institute); Saim Shin(Korea Electronics Technology Institute); Gahgene Gweon(Seoul National University)","","","","","","","","","","","","","","","","","","",""
"Poster","1589","16:30-18:30","From Awareness to Adherence: Bridging the Context Gap in Spoken Dialogue Systems via Context-Aware Decoding","Che Hyun Lee","Despite the success of end-to-end (E2E) spoken dialogue systems, maintaining strict context adherence in multi-round conversations remains a challenge. While prior works attribute these failures to models forgetting dialogue history, we highlight an equally critical but overlooked bottleneck: a gap between latent context awareness and active adherence. Although models internally recognize relevant past utterances, strong parametric priors often overshadow these signals during decoding. To bridge this gap, we propose an audio-adapted Context-Aware Decoding (CAD) approach. By leveraging internal attention mechanisms to isolate key historical rounds, our approach contrasts output distributions with and without this key context during inference, directly amplifying multimodal contextual signals. Evaluations on the Audio MultiChallenge benchmark demonstrate significant improvements in Semantic Memory and Self Coherence subtasks, successfully enforcing strict, context-faithful adherence.","Che Hyun Lee(Seoul National University); Heeseung Kim(University of Seoul); Sungroh Yoon(Seoul National University)","","","","","","","","","","","","","","","","","","",""
"Poster","1160","16:30-18:30","From Reactive to Proactive: Assessing the Proactivity of Voice Agents via ProVoice-Bench","Yuhao Wang","Recent advancements in LLM agents are gradually shifting from reactive, text-based paradigms toward proactive, multimodal interaction. However, existing benchmarks primarily focus on reactive responses, overlooking the complexities of proactive intervention and monitoring. To bridge this gap, we introduce ProVoice-Bench, the first evaluation framework specifically designed for proactive voice agents, featuring four novel tasks. By leveraging a multi-stage data synthesis pipeline, we curate 1,182 high-quality samples for rigorous testing. Our evaluation of state-of-the-art Multimodal LLMs reveals a significant performance gap, particularly regarding over-triggering and reasoning capabilities. These findings highlight the limitations of current models and offer a roadmap for developing more natural, context-aware proactive agents.","Ke Xu(Shanghai Jiao Tong University); Yuhao Wang(Shanghai Jiao Tong University); Yu Wang(Shanghai Jiao Tong University)","","","","","","","","","","","","","","","","","","",""
"Poster","3114","16:30-18:30","Integrating Facial Generation into Full-Duplex Spoken Dialogue Systems","Jingjing Jiang","Full-duplex spoken dialogue models, such as Moshi, enable natural, low-latency voice conversations. However, they remain limited to the audio modality, lacking the facial expressions that are integral to human communication. We present Moshi-Face, the first full-duplex dialogue model that jointly processes the user's audio and facial input while simultaneously generating speech and facial motion. We first construct a vector-quantized variational autoencoder (VQ-VAE) as a face codec that encodes 3D head meshes extracted from facial videos into compact discrete tokens, referred to as face tokens, and conversely reconstructs 3D meshes from these tokens. We then extend Moshi with a Face Transformer module that generates face tokens non-autoregressively, enabling Moshi-Face to produce synchronized audio and face tokens in real time. Experiments show that Moshi-Face achieves audiovisual alignment at low latency while preserving the dialogue quality of the original audio-only model.","Jingjing Jiang(Nagoya University); Atsumoto Ohashi(Nagoya University); Ryuichiro Higashinaka(Nagoya University)","","","","","","","","","","","","","","","","","","",""
"Poster","2799","16:30-18:30","Optimal Linguistic Complexity for Dialogue System Speech in Noise: Convergent Evidence from Automatic and Human Transcription","Lubos Marcinek","Spoken dialogue systems must synthesise responses that are reliably understood in noisy conditions, yet the optimal linguistic complexity for both ASR and human listeners remains empirically underexplored. We address this gap with two studies. Study 1 measured ASR accuracy for 168,000 synthesised utterances spanning five complexity levels, two TTS systems, twelve noise types, and seven SNRs. Study 2 (pilot, N = 15) had human listeners transcribe synthesised utterances at three complexity levels across four noise environments and three SNRs. Both studies show a U-shaped pattern: natural grammatical sentences (Level 3, 9–16 words) outperform telegraphic forms (Level 1) by 43% in ASR WER and by 45% in human transcription error. The grammar advantage paradoxically grows as conditions improve. These findings reject adaptive simplification and establish a 9–19 words as optimal for system output.","Lubos Marcinek(KTH Royal Institute of Technology); Jonas Beskow(KTH Royal Institute of Technology); Joakim Gustafson(KTH Royal Institute of Technology)","","","","","","","","","","","","","","","","","","",""
"Tuesday 29 September 2026 - 16:30-18:30 - Area 13 - Poster 5 - Pathological Speech Assessment 2","","","","","","","tbhead2 bg-c4","","","","","","","","","","","","","","","","","",""
"Poster","2806","16:30-18:30","Mitigating Scoring Errors and Compensating for Nonverbal Subtests in Speech-Based Dementia Assessment","Franziska Braun","Early detection of cognitive impairment relies on neuropsychological tests to minimize subjectivity by assessing multiple cognitive domains. Speech-based evaluation can support diagnostics and improve accessibility, but transcription errors and the omission of nonverbal subtests (e.g., motor skills) limit accuracy. Beyond conventional test scores, speech-derived features can provide additional insights into cognitive status. This study investigates the speech-based evaluation of the German &quot;Syndrom-Kurz-Test,&quot; a standardized dementia screening test comprising verbal and motor subtests. We train models that integrate transcript-derived scores and Whisper embeddings per verbal subtest to reduce scoring errors. To compensate for missing motor subtests, we then leverage these fused representations to approximate expert overall ratings. Despite omitting subtests, our models strongly correlate with expert ratings and efficiently and accurately discriminate between cognitive status groups.","Franziska Braun(Technische Hochschule Nürnberg); Christopher Witzl(Technische Hochschule Nürnberg); Andreas Erzigkeit(Geromed GmbH); Hartmut Lehfeld(PMU Klinikum Nürnberg); Thomas Hillemacher(PMU Klinikum Nürnberg); Tobias Bocklet(Technische Hochschule Nürnberg); Korbinian Riedhammer(Technische Hochschule Nürnberg)","","","","","","","","","","","","","","","","","","",""
"Poster","3080","16:30-18:30","HASS: Hierarchical Simulation of Logopenic Aphasic Speech for Scalable PPA Detection","Harrison Li","Building a diagnosis model for primary progressive aphasia (PPA) has been challenging due to the data scarcity. Collecting clinical data at scale is limited by the high vulnerability of clinical population and the high cost of expert labeling. To circumvent this, previous studies simulate dysfluent speech to generate training data. However, those approaches are not comprehensive enough to simulate PPA as holistic, multi-level phenotypes, instead relying on isolated dysfluencies. To address this, we propose a novel, clinically grounded simulation framework, Hierarchical Aphasic Speech Simulation (HASS). HASS aims to simulate behaviors of logopenic variant of PPA (lvPPA) with varying degrees of severity. To this end, semantic, phonological, and temporal deficits of lvPPA are systematically identified by clinical experts, and simulated. We demonstrate that our framework enables more accurate and generalizable detection models. Code: anonymous.4open.science/r/HASS-890D","Harrison Li(UC Berkeley); Kevin Wang(UC Berkeley); Cheol Jun Cho(UC Berkeley); Jiachen Lian(UC Berkeley); Rabab Rangwala(UCSF); Chenxu Guo(Zhejiang University); Emma Yang(Columbia University); Lynn Kurteff(UCSF); Zoe Ezzes(UCSF); Willa Keegan-Rodewald(UCSF); Jet Vonk(UCSF); Siddarth Ramkrishnan(UCSF); Giada Antonicelli(Basque Center on Cognition, Brain and Language); Zachary Miller(UCSF); Marilu Gorno Tempini(UCSF); Gopala Anumanchipalli(UC Berkeley)","","","","","","","","","","","","","","","","","","",""
"Poster","939","16:30-18:30","Listening Between the Lines: Joint Learning of ASR Embeddings and LLM-Augmented Linguistics for Dementia Detection","Myungwoo Oh","Early detection of dementia through speech analysis offers a non-invasive screening alternative, but capturing both acoustic and linguistic biomarkers remains challenging. We propose a multimodal framework leveraging Whisper for dual-purpose extraction: acoustic representations from encoder outputs and transcripts via automatic speech recognition (ASR). For the acoustic pathway, temporal networks with attention pooling aggregate variable-length sequences into fixed-dimensional embeddings. For the linguistic pathway, we prompt a large language model (LLM) to extract interpretable features spanning lexical diversity, syntactic complexity, semantic coherence, and discourse patterns. A gated fusion network integrates both modalities. On ADReSS and ADReSSo, our method achieves F1-scores of 89.47% and 90.14%, demonstrating effective integration of acoustic and LLM-augmented linguistic features. Ablation shows that multimodal fusion consistently outperforms either modality alone.","Olivier Jiyoun Jung(Ewha Womans University); Jonghyeon Park(NAVER Cloud); Myungwoo Oh(NAVER Cloud)","","","","","","","","","","","","","","","","","","",""
"Poster","952","16:30-18:30","LoRA-Tuned Large Language Models for Dementia Detection via Multi-View Speech-Derived Features","Jonghyeon Park","Early detection of dementia enables timely intervention, and reflecting cognitive impairment, spontaneous speech offers a non-invasive screening modality. Conventional approaches often focus on a single representational dimension—such as acoustic descriptors, pause modeling, automatic speech recognition (ASR) transcripts, or multimodal fusion—limiting integrative reasoning across heterogeneous cognitive symptoms. We propose a low-rank adaptation (LoRA)-tuned large language model (LLM) that performs structured multi-view reasoning over four complementary speech-derived signals: ASR transcripts with pause markers, discourse-level topic cues, temporal fluency statistics, and phonological sequences. These cues are encoded within a unified prompt, enabling a single LLM to learn a coherent decision function without modality-specific encoders or late-stage fusion. On ADReSSo, our best model achieves an F1-score of 90.14%, and ablation confirms the complementary contribution of each view.","Jonghyeon Park(NAVER Cloud); Olivier Jiyoun Jung(Ewha Womans University); Myungwoo Oh(NAVER Cloud)","","","","","","","","","","","","","","","","","","",""
"Poster","1006","16:30-18:30","PAN-Mask: Pathology-Aware Neurological Masking with End-to-End Learnable Weights for Neurological Disorder Detection from Speech","Qi Sun","Self-supervised models like WavLM advance pathological speech classification but rely on content-agnostic random masking, which overlooks sparse, localized clinical biomarkers. We propose PAN-Mask (Pathology-Aware Neurological Masking), a task-aware regularization framework. A lightweight detector computes and aggregates six interpretable acoustic descriptors via learnable attention to estimate frame-level pathology salience. By selectively masking high-salience segments, PAN-Mask discourages shortcut learning and compels the encoder to capture robust, distributed representations. Joint optimization enables the model to learn task-discriminative patterns aligned with clinical biomarkers without manual design of feature importance. Evaluated on six datasets across three disorders and five languages using identical hyperparameters, PAN-Mask yields 8.31-22.72% accuracy gains (avg. 13.82%) over random masking and provides interpretable clinical insights.","Qi Sun(Tsinghua University); Junhao Fan(Georgetown University); Boao Jing(Tsinghua University); Ziqi Chen(Tsinghua University); Guodong Lin(Tsinghua University); Wei-Qiang Zhang(Tsinghua University)","","","","","","","","","","","","","","","","","","",""
"Poster","2578","16:30-18:30","Gated Multi-graph Fusion via Graph Attention Networks for Alzheimer’s Disease Detection","Xiao Wei","Spontaneous speech is a vital non-invasive biomarker for Alzheimer’s Disease (AD), yet many systems overlook nonlinear structural disruptions and clinical heterogeneity in pathological language. We propose a Multi-View Gated Graph Attention Network that transcribes audio via Automatic Speech Recognition (ASR) to construct semantic, dependency, and co-occurrence graphs, characterizing speech through a &quot;content-structure-flow&quot; framework. Notably, the co-occurrence graph leverages Pointwise Mutual Information (PMI) from a normative corpus to quantify narrative logic and linguistic deviation. To address symptomatic diversity, an adaptive gated fusion mechanism dynamically integrates these views. Evaluated on the ADReSSo dataset, our model achieves 90.00% accuracy. Ablation results confirm that the PMI-based graph and heterogeneity-aware gating are essential for robust classification across diverse clinical populations. Our source code is publicly available at https://github.com/opeacc/AD.","Jinyu Li(Tianjin University); Xiao Wei(Tianjin University; Chinese Academy of Sciences); Bin Wen(Tianjin University, Chinese Academy of Sciences); Kai Li(Chinese Academy of Sciences); Yuqin Lin(Fuzhou University); Xiaobao Wang(Tianjin University); Longbiao Wang(Tianjin University, Huiyan Technology (Tianjin) Co., Ltd); Jianwu Dang(Chinese Academy of Sciences)","","","","","","","","","","","","","","","","","","",""
